,Tokens,Tagged Sentence
67,"['Filled', 'with', 'enthusiasm', ',', 'Juan', 'Vallejo', 'confesses', 'that', 'they', 'already', 'know', 'what', 'their', 'next', 'step', 'will', 'be', ':', 'The', 'Jannu', '(', 'Nepal', ',', '7710', 'meters', ')', 'with', 'the', 'search', 'of', 'a', 'new', 'route', 'to', 'open', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
68,"['Jean-Yves', '-', 'The', 'North', 'Face', 'Jannu', 'II', 'GTX', ':', 'Click', 'here', 'for', 'Jean-Yve', ""'s"", 'Review']","['O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
69,"['In', 'the', 'northern', 'Afghanistan', 'and', 'in', 'Pakistan', 'extends', 'the', 'mountainous', 'system', 'of', 'Hindukush', ',', 'reaching', 'remarkable', 'heights', 'with', 'the', 'Tirich', 'Mir', '(', '7,708', 'm', ')', 'and', 'Mount', 'Noshaq', '(', '7,492', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
70,"['Its', '4', 'higher', 'summits', 'at', 'the', 'back', 'of', 'the', 'ridge', 'line', ':', 'the', 'TIRICH', 'MIR', '(', '7708', 'meters', ')', ',', 'The', 'NOSHAQ', ',', 'THE', 'ISTOR-O-NAL', ',', 'The', 'SARAGHRAR', ',', 'are', 'in', 'Pakistan', 'in', 'the', 'district', 'of', 'Chitral', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
71,"['It', 'is', 'the', 'second', 'highest', 'peak', 'of', 'the', 'Hindu', 'Kush', ',', 'right', 'after', 'the', 'Tirich', 'Mir', ',', 'in', 'Pakistan', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
72,"['To', 'the', 'south', 'are', 'Gurla', 'Mandhata', '(', 'Mount', 'Namonanyi', ')', 'and', 'the', 'Abi', 'Gamin', 'ranges', '.']","['O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
73,"['In', 'July', '1905', 'Tom', 'George', 'Longstaff', ',', 'accompanied', 'by', 'the', 'alpine', 'guides', 'Alexis', 'and', 'Henri', 'Brocherel', 'from', 'Courmayeur', 'and', 'six', 'local', 'porters', ',', 'made', 'an', 'attempt', 'on', 'Gurla', 'Mandhata', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
74,"['First', 'ascent', ':', 'Saser', 'Kangri', 'II', 'via', 'the', 'south-west', 'face', '-', 'The', 'Old', 'Breed', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
75,"['Confluence', 'of', 'Zanskar', 'and', 'Indus', 'rivers', 'at', 'Nyemo', 'Ladakh', 'is', 'one', 'of', 'the', 'most', 'elevated', 'inhabited', 'regions', 'of', 'the', 'world', 'lying', 'at', 'an', 'altitude', 'of', ""2'750m"", '(', ""9'000ft"", ')', 'at', 'Kargil', 'to', ""7'672m"", '(', ""25'170ft"", ')', 'at', 'Saser', 'Kangri', 'in', 'the', 'Karakoram', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
76,"['Before', 'the', 'descent', 'enjoy', 'the', 'great', 'view', 'of', 'Saser', 'Kangri', '(', ""7'672m"", ',', ""25'170ft"", ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
77,"['I', 'never', 'even', 'considered', 'this', 'mountain', 'again', 'because', 'Chogolisa', 'without', 'Hermann', '...', 'what', 'would', 'be', 'the', 'use', 'of', 'that', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
78,"['rock/snow/ice', 'climb', 'Chogolisa', '(', 'or', 'Bride', 'Peak', ')', 'is', 'a', 'mountain', 'in', 'the', 'Karakoram', 'region', 'of', 'Pakistan', '.']","['O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
79,"['In', '1958', ',', 'a', 'Japanese', 'expedition', 'from', 'Kyoto', 'University', 'led', 'by', 'Takeo', 'Kuwabara', '(', 'made', 'the', 'first', 'ascent', 'of', 'Chogolisa', 'II', ',', 'placing', 'M.', 'Fujihira', 'and', 'K.', 'Hirai', 'on', 'top', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
80,"['It', 'is', 'a', 'wonderful', 'place', 'with', 'extensive', 'views', 'over', 'pastures', ',', 'hills', ',', 'desert', ',', 'lake', 'Karakul', 'and', 'Mount', 'Kongur', 'Tagh', '(', '7649m', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
81,"['Surrounded', 'by', 'mountains', 'which', 'remain', 'snow-covered', 'throughout', 'the', 'year', ',', 'the', 'three', 'highest', 'peaks', 'visible', 'from', 'the', 'lake', 'are', 'the', 'Muztagh', 'Ata', '(', '7,546', 'm', ')', ',', 'Kongur', 'Tagh', '(', '7,649', 'm', ')', 'and', 'Kongur', 'Tiube', '(', '7,530', 'm', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
82,"['From', 'the', 'Summit', ',', 'we', 'enjoy', 'beyond', 'the', 'huge', 'chasm', 'of', 'the', 'east', 'side', 'of', 'the', 'Mountain', ',', 'the', 'vast', 'emptiness', 'of', 'the', 'Plateau', 'of', 'Central', 'Asia', ',', 'interrupted', 'only', 'by', 'the', 'high', 'white', 'ridges', 'of', 'Mount', 'Kongur', 'Tagh', 'and', 'the', 'snowy', 'cap', 'peaks', 'of', 'the', 'Pamir', ""'s"", '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
83,"['Talking', 'about', 'the', 'Everest', 'massif', ',', 'it', 'consists', 'of', 'several', 'separate', 'peaks', ',', 'such', 'as', 'Changtse', ',', 'which', 'is', '7,580', 'm', '(', '24,870', 'feet', ')', 'high', ',', 'Nuptse', ',', 'which', 'its', '7,855', 'm', '(', '58,772', 'feet', ')', 'and', 'Lhotse', 'being', '8,516', 'm', 'or', '27,940', 'feet', 'high', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
84,"['Similarly', ',', 'the', 'familiar', 'peaks', 'such', 'as', 'Lingtren', ',', 'Mount', 'Khumbutse', ',', 'and', 'Mount', 'Changtse', 'among', 'others', 'tower', 'to', 'the', 'east', 'even', 'as', 'Everest', 'begins', 'to', 'reveal', 'itself', 'rising', 'between', 'the', 'west', 'shoulder', 'crest', 'and', 'Nuptse', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
85,"['Chalet', 'Changtse', 'can', 'be', 'configured', 'as', 'a', 'three', 'or', 'four', 'bedroom', 'with', 'en-suite', 'property', '.']","['O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
86,"['People', 'are', 'saying', 'great', 'things', 'about', 'our', 'production', 'inkjet', 'presses', ',', 'including', 'Trivor', ',', 'Rialto', ',', 'and', 'Brenva', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
87,"['Meet', 'the', 'Xerox', 'Inkjet', 'Colorful', 'Heroes', 'Read', 'why', 'customers', 'love', 'Xerox', 'Trivor', ',', 'Brenva', 'and', 'Rialto', 'entry', 'production', 'inkjet', 'presses', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
88,"['Citybike', 'Head', 'Trivor', 'Woman', 'with', 'Bafang', 'motor']","['O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
89,"['I', 'have', 'three', 'climbers', 'on', 'the', 'North', 'peak', 'of', 'Gangkhar', 'Puensum', ',', '10,200', 'feet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
90,"['We', ""'re"", 'on', 'the', 'North', 'side', 'of', 'Gangkhar', 'Puensum', ',', '10.200', 'feet', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
91,"['The', 'river', 'rises', 'in', 'Wangdue', 'Phodrang', 'district', '(', 'or', 'dzongkhag', 'in', 'Dzongkha', ')', ',', 'near', 'Gangkhar', 'Puensum', ',', 'Bhutan', ""'s"", 'highest', 'peak', 'at', '7,546', 'metres', '(', '24,757', 'ft', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
92,"['Enjoy', 'the', 'classic', 'Annapurna', 'trail', 'via', 'Ghandruk', 'with', 'the', 'magnificent', 'views', 'of', 'Annapurna', 'South', ',', 'Gangapurna', ',', 'Annapurna', 'III', ',', 'Machhapuchhare', 'and', 'Hiunchuli', 'experiencing', 'the', 'traditional', 'Nepalese', 'lifestyle', 'during', 'the', 'trip', 'will', 'heal', 'all', 'your', 'stress', 'and', 'you', 'will', 'feel', 'relaxed', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
93,"['This', 'was', 'followed', 'by', 'numerous', 'treks', 'and', 'expeditions', ',', 'including', 'Annapurna', 'III', '(', '7,555m', ')', 'in', '1980', 'and', 'Kangchenjunga', '(', '8,598m', ')', 'in', '1983', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
94,"['The', 'ascent', 'of', 'Pisang', 'Peak', 'is', 'difficult', 'and', 'it', 'is', 'classified', 'in', 'category', '``', 'B', ""''"", '.', 'Its', 'ascent', 'allows', 'to', 'have', 'an', 'extraordinary', 'view', 'on', 'Annapurna', 'I', ',', 'Annapurna', 'II', ',', 'Annapurna', 'III', 'and', 'IV', 'but', 'also', 'on', 'Manaslu', 'and', 'Gangapurna', '...']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O']"
95,"['The', 'Great', 'Himalayan', 'Region', 'is', 'bordering', 'Tibet', 'and', 'the', 'population', 'here', 'is', 'very', 'low', 'due', 'to', 'it', ""'s"", 'climatic', 'condition', ',', 'Here', 'the', 'BHUTAN', 'S', 'highest', 'mountain', 'Kula', 'KANGRI', 'is', 'also', 'located', ',', 'this', 'part', 'of', 'Bhutan', 'is', 'home', 'to', 'Yaks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
96,"['First', 'ascent', ':', 'Saser', 'Kangri', 'II', 'via', 'the', 'south-west', 'face', '-', 'The', 'Old', 'Breed', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
97,"['The', 'following', 'peaks', 'are', 'considered', 'dangerous', ':', 'Rimo', ';', 'Apsarasas', 'I', ',', 'II', ',', 'and', 'III', ';', 'Tegam', 'Kangri', 'I', ',', 'II', ',', 'and', 'III', ';', 'Suingri', 'Kangri', ';', 'Ghiant', 'I', 'and', 'II', ';', 'Indira', 'Col', ';', 'and', 'Sia', 'Kangri', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
98,"['These', 'beautiful', 'trails', 'provide', 'you', 'wonderful', 'views', 'of', 'the', 'whole', 'Indus', 'valley', 'including', 'Matho', 'kangri', 'and', 'Stok', 'kangri', 'peaks', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O']"
99,"['You', 'could', 'follow', 'the', 'wonderful', 'Paulo', 'Grobel', 'expedition', 'on', 'Mamostong', 'Kangri', 'this', 'summer', 'on', 'Blankonthemap', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
100,"['Enjoy', 'the', 'stunning', '360', 'degree', 'views', 'of', 'world', ""'s"", 'highest', 'mountains', 'including', 'Annapurna', 'I', ',', 'II', ',', 'III', 'and', 'IV', ',', 'Annapurna', 'South', ',', 'Dhaulagiri', ',', 'Mt', '.', 'Fishtail', '(', 'Macchapuchre', ')', ',', 'Gangapurna', 'and', 'Glacier', 'Dome', 'among', 'others', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O']"
101,"['Now', ',', 'but', 'very', 'briefly', ',', 'appears', ',', 'masterly', ',', 'the', 'summit', 'peaks', 'of', 'Annapurna', 'II', 'and', 'IV', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O']"
102,"['We', 'should', 'not', 'forget', 'to', 'look', 'up', 'though', ',', 'as', 'we', 'will', 'be', 'greeted', 'with', 'remarkable', 'views', 'of', 'Lamjung', 'Himal', ',', 'Annapurna', 'II', ',', 'and', 'Annapurna', 'IV', '(', '7,525m', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O']"
103,"['The', 'ascent', 'of', 'Saser', 'Kangri', 'II', 'was', 'achieved', 'by', 'an', 'experienced', 'team', 'of', 'alpinists', 'composed', 'of', 'Mark', 'Richey', ',', 'Steve', 'Swenson', 'and', 'Freddie', 'Wilkinson', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
104,"['Saser', 'Kangri', 'II', 'East', 'was', 'first', 'climbed', 'by', 'Mark', 'Richey', ',', 'Steve', 'Swenson', 'and', 'Freddie', 'Wilkinson', 'on', 'August', '24', ',', '2011', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
105,"['Mark', 'Richey', ',', 'Steve', 'Swenson', 'and', 'Freddie', 'Wilkinson', 'on', 'the', 'Saser', 'Kangri', 'II', ',', 'and', 'Nejc', 'Marcic', 'and', 'Luka', 'Strazar', 'on', 'the', 'K7', ',', 'have', 'been', 'awarded', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
106,"['You', 'could', 'follow', 'the', 'wonderful', 'Paulo', 'Grobel', 'expedition', 'on', 'Mamostong', 'Kangri', 'this', 'summer', 'on', 'Blankonthemap', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
107,"['We', 'are', 'specialized', 'at', 'organizing', 'adventure', 'tours', 'in', 'China', ',', 'such', 'as', 'climbing', 'and', 'trekking', 'to', 'Muztagh', 'Ata', ',', 'K2', ',', 'Boghda', 'peak', 'etc', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
108,"['The', 'classic', 'route', ',', 'located', 'on', 'the', 'northernmost', 'of', 'the', 'two', 'snow', 'and', 'glacier', 'slopes', 'of', 'Muztagh', 'Ata', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O']"
109,"['Surrounded', 'by', 'mountains', 'which', 'remain', 'snow-covered', 'throughout', 'the', 'year', ',', 'the', 'three', 'highest', 'peaks', 'visible', 'from', 'the', 'lake', 'are', 'the', 'Muztagh', 'Ata', '(', '7,546', 'm', ')', ',', 'Kongur', 'Tagh', '(', '7,649', 'm', ')', 'and', 'Kongur', 'Tiube', '(', '7,530', 'm', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
110,"['Many', 'of', 'the', 'highest', 'points', 'of', 'the', 'globe', 'are', 'situated', 'here', ':', 'Somoni', 'peak', ',', 'Lenin', 'peak', ',', 'Korzhenevskaya', 'peak', 'and', 'others', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O']"
111,"['The', 'doors', 'of', 'an', 'exceptional', 'mountain', 'world', 'ready', 'to', 'open', 'on', 'Saltoro', ',', 'Saser', 'Kangri', ',', 'of', 'Teram', 'and', 'other', 'Rimo', 'ranges', ':', 'an', 'open', 'fantastic', 'play-ground', 'for', 'all', 'climbers', 'in', '2008', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
112,"['Mark', 'Richey', ',', 'Steve', 'Swenson', 'and', 'Freddie', 'Wilkinson', 'on', 'the', 'Saser', 'Kangri', 'II', ',', 'and', 'Nejc', 'Marcic', 'and', 'Luka', 'Strazar', 'on', 'the', 'K7', ',', 'have', 'been', 'awarded', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O']"
113,"['Saser', 'Kangri', 'II', 'East', 'was', 'first', 'climbed', 'by', 'Mark', 'Richey', ',', 'Steve', 'Swenson', 'and', 'Freddie', 'Wilkinson', 'on', 'August', '24', ',', '2011', '.']","['B-MOUNTAIN', 'I-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
114,"['Four', 'young', 'Afghans', 'were', 'dreaming', 'of', 'taking', 'part', 'in', 'an', 'expedition', 'to', 'the', 'top', 'of', 'Mount', 'Noshaq', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O']"
115,"['Noshaq', '-', 'Tourism', ',', 'the', 'post-war', 'hope', 'for', 'the', 'Wakhan', 'Home']","['B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
116,"['Fulfilling', 'the', 'expectations', 'of', 'their', 'fellow', 'citizens', ',', 'the', 'two', 'mountaineers', 'have', 'defied', 'the', 'cold', 'and', 'wind', 'of', 'Noshaq', 'in', 'order', 'to', 'carry', 'the', 'national', 'flag', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
117,"['Enjoy', 'the', 'classic', 'Annapurna', 'trail', 'via', 'Ghandruk', 'with', 'the', 'magnificent', 'views', 'of', 'Annapurna', 'South', ',', 'Gangapurna', ',', 'Annapurna', 'III', ',', 'Machhapuchhare', 'and', 'Hiunchuli', 'experiencing', 'the', 'traditional', 'Nepalese', 'lifestyle', 'during', 'the', 'trip', 'will', 'heal', 'all', 'your', 'stress', 'and', 'you', 'will', 'feel', 'relaxed', '.']","['O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'B-MOUNTAIN', 'O', 'B-MOUNTAIN', 'I-MOUNTAIN', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
118,"['Continue', 'your', 'journey', 'to', 'Manang', ',', 'with', 'a', 'number', 'of', 'mythical', 'Himalayan', 'summits', ':', 'Annapurnas', 'IV', ',', 'II', ',', 'III', ',', 'Gangapurna', '...', 'We', 'walk', 'in', 'an', 'exceptional', 'setting', '!']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MOUNTAIN', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
